Voyage_ID,Date,Ship_Type,Route_Type,Maintenance_Status,Anomaly_Type,Speed_Over_Ground_knots,Efficiency_nm_per_kWh,Operational_Cost_USD,Revenue_per_Voyage_USD,Excess_Cost_USD,Lost_Revenue_USD
1862,2024-02-18,Tanker,Short-haul,Fair,Low Efficiency,13.24,1.49,53029.06,820668.57,-201036.31,0.0
1868,2024-03-31,Fish Carrier,Short-haul,Good,"High Cost, Speed Deviation",24.62,0.22,472824.21,160588.23,218758.84,355093.75
1869,2024-04-07,Container Ship,Coastal,Fair,Low Efficiency,20.7,0.12,194977.34,990302.09,-59088.02,0.0
1871,2024-04-21,Bulk Carrier,Short-haul,Fair,High Cost,23.22,0.81,476188.14,729194.65,222122.77,0.0
1875,2024-05-19,Fish Carrier,Long-haul,Fair,Speed Deviation,24.2,0.42,327158.39,328224.34,73093.02,187457.64
1876,2024-05-26,Fish Carrier,Long-haul,Fair,High Cost,19.45,0.89,41883.24,240635.61,-212182.13,275046.37
1877,2024-06-02,Tanker,Long-haul,Critical,High Cost,14.52,0.43,28764.09,479399.5,-225301.28,36282.48
1879,2024-06-16,Bulk Carrier,Transoceanic,Good,Low Efficiency,17.18,1.46,82559.48,169962.16,-171505.88,345719.82
1882,2023-06-04,Tanker,Coastal,Fair,"Low Efficiency, Speed Deviation",24.53,1.49,420234.31,141865.28,166168.95,373816.71
1886,2023-07-02,Tanker,Short-haul,Critical,High Cost,23.9,1.32,18072.6,210601.2,-235992.77,305080.78
1897,2023-09-17,Tanker,Transoceanic,Critical,Speed Deviation,10.76,0.23,209956.31,652524.38,-44109.05,0.0
1900,2023-10-08,Fish Carrier,Short-haul,Critical,Low Efficiency,23.18,0.11,445426.01,870372.67,191360.65,0.0
1902,2023-10-22,Container Ship,Coastal,Good,Low Efficiency,16.84,1.42,389884.57,969262.8,135819.2,0.0
1904,2023-11-05,Fish Carrier,Short-haul,Good,High Cost,19.77,0.42,468228.78,810213.18,214163.41,0.0
1905,2023-11-12,Container Ship,Transoceanic,Fair,Speed Deviation,24.91,0.88,298917.68,342096.61,44852.31,173585.37
1906,2023-11-19,Container Ship,Short-haul,Critical,Low Efficiency,16.63,1.46,141055.45,277895.35,-113009.92,237786.63
1908,2023-12-03,Container Ship,Long-haul,Fair,Speed Deviation,10.77,0.87,338132.68,604756.62,84067.31,0.0
1909,2023-12-10,Bulk Carrier,Long-haul,Critical,Low Efficiency,16.52,1.44,74727.6,366071.25,-179337.77,149610.73
1911,2023-12-24,Tanker,Coastal,Fair,Speed Deviation,24.78,0.69,391344.33,331745.29,137278.97,183936.69
1913,2024-01-07,Tanker,Unknown,Good,High Cost,20.79,0.97,36951.63,972908.87,-217113.74,0.0
1915,2024-01-21,Fish Carrier,Short-haul,Good,Low Efficiency,23.17,0.16,459188.3,626265.35,205122.93,0.0
1917,2024-02-04,Container Ship,Transoceanic,Unknown,Speed Deviation,10.95,1.39,53412.15,239144.53,-200653.22,276537.46
1920,2024-02-25,Fish Carrier,Coastal,Critical,Speed Deviation,10.02,0.82,179774.44,917554.69,-74290.93,0.0
1922,2024-03-10,Fish Carrier,Coastal,Good,Speed Deviation,24.47,1.38,244990.99,99942.09,-9074.38,415739.89
1924,2024-03-24,Fish Carrier,Long-haul,Fair,Low Efficiency,15.42,1.49,418181.0,755633.85,164115.64,0.0
1926,2024-04-07,Fish Carrier,Coastal,Good,High Cost,19.52,1.02,10225.16,800461.51,-243840.2,0.0
1927,2024-04-14,Container Ship,Coastal,Critical,Low Efficiency,14.36,1.46,64046.88,337782.4,-190018.48,177899.58
1935,2024-06-09,Bulk Carrier,Long-haul,Critical,"High Cost, Speed Deviation",10.78,0.4,481326.0,896489.45,227260.63,0.0
1937,2024-06-23,Fish Carrier,Transoceanic,Good,High Cost,18.76,1.31,27288.25,130877.79,-226777.11,384804.19
1938,2024-06-30,Fish Carrier,Coastal,Good,Speed Deviation,24.55,0.47,198170.7,601269.27,-55894.67,0.0
1940,2023-06-11,Bulk Carrier,Coastal,Good,High Cost,13.6,1.22,497216.01,572399.73,243150.64,0.0
1944,2023-07-09,Fish Carrier,Coastal,Fair,High Cost,15.25,0.8,480613.79,946168.67,226548.43,0.0
1947,2023-07-30,Bulk Carrier,Long-haul,Critical,Low Efficiency,19.09,0.14,50768.37,360473.77,-203297.0,155208.22
1949,2023-08-13,Bulk Carrier,Long-haul,Good,High Cost,18.38,1.24,482318.27,635402.66,228252.9,0.0
1951,2023-08-27,Bulk Carrier,Long-haul,Fair,Low Efficiency,16.51,0.17,269081.19,613755.47,15015.82,0.0
1953,2023-09-10,Tanker,Unknown,Critical,High Cost,19.83,0.76,480953.9,992869.03,226888.53,0.0
1955,2023-09-24,Tanker,Coastal,Good,High Cost,17.16,0.92,13445.92,204596.8,-240619.44,311085.18
1957,2023-10-08,Bulk Carrier,Long-haul,Fair,High Cost,11.6,0.69,487364.1,846236.69,233298.73,0.0
1959,2023-10-22,Fish Carrier,Long-haul,Fair,High Cost,23.09,0.49,479805.16,910244.92,225739.79,0.0
1961,2023-11-05,Bulk Carrier,Long-haul,Critical,"Low Efficiency, Speed Deviation",11.1,1.42,285250.69,308073.37,31185.33,207608.61
1962,2023-11-12,Bulk Carrier,Short-haul,Good,Speed Deviation,24.43,1.15,232457.83,272596.33,-21607.53,243085.65
1970,2024-01-07,Unknown,Unknown,Good,Speed Deviation,10.37,0.7,360363.92,179691.01,106298.55,335990.98
1978,2024-03-03,Tanker,Transoceanic,Fair,High Cost,12.75,1.27,499125.27,752502.78,245059.9,0.0
1980,2024-03-17,Container Ship,Unknown,Critical,High Cost,19.33,1.21,485868.53,974535.06,231803.17,0.0
1981,2024-03-24,Tanker,Long-haul,Fair,Low Efficiency,16.15,0.11,407736.96,534049.28,153671.59,0.0
1983,2024-04-07,Bulk Carrier,Transoceanic,Fair,Low Efficiency,13.99,0.12,280978.02,729249.05,26912.65,0.0
1984,2024-04-14,Bulk Carrier,Long-haul,Critical,Low Efficiency,12.35,0.11,287799.57,566840.71,33734.2,0.0
1985,2024-04-21,Fish Carrier,Long-haul,Good,Speed Deviation,10.59,0.72,106680.49,484920.69,-147384.88,30761.29
1986,2024-04-28,Bulk Carrier,Long-haul,Fair,High Cost,16.21,1.08,24905.05,484502.22,-229160.31,31179.76
1988,2024-05-12,Fish Carrier,Transoceanic,Critical,High Cost,16.41,0.7,36192.6,809027.18,-217872.77,0.0
1989,2024-05-19,Bulk Carrier,Long-haul,Good,High Cost,21.13,1.39,483537.46,288512.22,229472.1,227169.76
1993,2024-06-16,Bulk Carrier,Transoceanic,Fair,"Low Efficiency, High Cost",13.67,0.19,36597.02,65443.54,-217468.35,450238.44
1996,2023-06-04,Bulk Carrier,Unknown,Good,Speed Deviation,10.43,0.67,421139.68,201010.78,167074.32,314671.2
1999,2023-06-25,Tanker,Unknown,Good,Low Efficiency,20.45,0.11,339336.5,754882.24,85271.13,0.0
2001,2023-07-09,Bulk Carrier,Short-haul,Critical,High Cost,15.1,0.71,13299.3,183493.53,-240766.07,332188.45
2002,2023-07-16,Tanker,Coastal,Good,"Low Efficiency, Speed Deviation",10.43,1.46,173911.59,606083.83,-80153.78,0.0
2007,2023-08-20,Fish Carrier,Coastal,Fair,High Cost,18.35,0.29,18088.36,376641.0,-235977.0,139040.99
2009,2023-09-03,Tanker,Unknown,Critical,Low Efficiency,16.41,1.46,352935.14,885356.45,98869.78,0.0
2013,2023-10-01,Bulk Carrier,Coastal,Fair,Low Efficiency,14.78,1.47,142010.49,289049.51,-112054.87,226632.48
2014,2023-10-08,Container Ship,Long-haul,Critical,Speed Deviation,24.35,1.37,375536.67,365826.67,121471.3,149855.32
2015,2023-10-15,Fish Carrier,Short-haul,Good,High Cost,13.57,0.45,474062.66,189612.17,219997.29,326069.81
2018,2023-11-05,Container Ship,Coastal,Good,High Cost,14.26,0.58,491295.29,936395.7,237229.93,0.0
2020,2023-11-19,Tanker,Long-haul,Good,Speed Deviation,24.91,0.87,243944.56,384405.39,-10120.8,131276.59
2023,2023-12-10,Tanker,Short-haul,Good,Speed Deviation,24.71,0.54,82810.29,241926.9,-171255.08,273755.08
2035,2024-03-03,Tanker,Short-haul,Critical,"High Cost, Speed Deviation",24.44,0.99,33194.86,670128.59,-220870.51,0.0
2037,2024-03-17,Bulk Carrier,Transoceanic,Critical,Speed Deviation,10.64,1.37,465565.88,734425.77,211500.51,0.0
2045,2024-05-12,Bulk Carrier,Short-haul,Critical,Low Efficiency,14.04,1.46,219814.22,868675.88,-34251.15,0.0
2049,2024-06-09,Bulk Carrier,Coastal,Fair,High Cost,18.63,0.42,492776.03,520836.44,238710.67,0.0
2052,2024-06-30,Tanker,Short-haul,Good,Low Efficiency,16.33,1.41,205369.46,728451.61,-48695.91,0.0
2055,2023-06-18,Container Ship,Long-haul,Fair,"Low Efficiency, High Cost",18.92,0.1,498989.09,367870.01,244923.72,147811.97
2057,2023-07-02,Fish Carrier,Long-haul,Good,High Cost,20.63,0.45,18081.0,385130.64,-235984.37,130551.34
2060,2023-07-23,Container Ship,Long-haul,Good,High Cost,20.92,0.38,473625.06,215158.42,219559.69,300523.56
2062,2023-08-06,Bulk Carrier,Transoceanic,Critical,Speed Deviation,10.89,0.4,67251.07,525409.75,-186814.3,0.0
2064,2023-08-20,Fish Carrier,Transoceanic,Critical,Speed Deviation,10.81,0.44,105026.84,256086.25,-149038.53,259595.73
2065,2023-08-27,Bulk Carrier,Short-haul,Critical,"High Cost, Speed Deviation",24.25,0.81,15869.76,497327.64,-238195.61,18354.34
2070,2023-10-01,Fish Carrier,Unknown,Fair,Low Efficiency,14.13,0.14,296275.27,179834.91,42209.9,335847.07
2072,2023-10-15,Bulk Carrier,Coastal,Good,"Low Efficiency, High Cost",17.96,1.43,481118.16,622972.22,227052.79,0.0
2073,2023-10-22,Bulk Carrier,Long-haul,Fair,Low Efficiency,17.32,0.16,314607.19,578994.64,60541.82,0.0
2076,2023-11-12,Bulk Carrier,Transoceanic,Critical,Low Efficiency,19.77,0.19,339022.53,246452.34,84957.16,269229.65
2077,2023-11-19,Fish Carrier,Transoceanic,Critical,Speed Deviation,10.58,0.8,311277.92,646231.11,57212.56,0.0
2084,2024-01-07,Bulk Carrier,Unknown,Fair,Speed Deviation,10.1,0.75,84033.79,667957.23,-170031.58,0.0
2086,2024-01-21,Bulk Carrier,Transoceanic,Good,Low Efficiency,22.97,1.47,143313.31,635177.19,-110752.06,0.0
2088,2024-02-04,Container Ship,Transoceanic,Critical,Low Efficiency,16.83,0.17,338407.68,364598.7,84342.31,151083.29
2090,2024-02-18,Container Ship,Long-haul,Critical,Low Efficiency,13.47,0.17,429946.1,926232.07,175880.74,0.0
2093,2024-03-10,Fish Carrier,Long-haul,Good,"Low Efficiency, Speed Deviation",10.12,0.16,279928.46,948220.22,25863.09,0.0
2097,2024-04-07,Tanker,Long-haul,Critical,Low Efficiency,19.18,1.49,97084.36,321577.7,-156981.01,194104.29
2102,2024-05-12,Bulk Carrier,Coastal,Fair,High Cost,12.88,0.81,31234.63,512562.69,-222830.73,3119.29
2107,2024-06-16,Container Ship,Coastal,Critical,Low Efficiency,14.23,0.17,365582.99,612500.47,111517.62,0.0
2110,2023-06-04,Container Ship,Transoceanic,Critical,Low Efficiency,21.13,1.45,433615.1,630070.01,179549.73,0.0
2113,2023-06-25,Bulk Carrier,Coastal,Fair,High Cost,12.21,0.5,17420.83,162718.24,-236644.53,352963.74
2114,2023-07-02,Tanker,Unknown,Good,High Cost,22.41,1.21,30291.22,103514.48,-223774.15,412167.51
2120,2023-08-13,Container Ship,Short-haul,Fair,Speed Deviation,11.01,1.37,186876.12,585509.54,-67189.25,0.0
2123,2023-09-03,Bulk Carrier,Long-haul,Fair,Low Efficiency,12.1,1.49,110541.82,338860.94,-143523.55,176821.04
2129,2023-10-15,Fish Carrier,Long-haul,Good,Low Efficiency,23.56,0.11,350518.71,225710.06,96453.34,289971.92
2130,2023-10-22,Bulk Carrier,Transoceanic,Good,High Cost,20.32,1.15,38713.05,582850.03,-215352.31,0.0
2135,2023-11-26,Bulk Carrier,Coastal,Fair,"High Cost, Speed Deviation",11.01,1.13,498862.22,123072.5,244796.85,392609.48
2137,2023-12-10,Container Ship,Transoceanic,Critical,Speed Deviation,24.58,0.51,451062.45,389497.52,196997.09,126184.46
2143,2024-01-21,Fish Carrier,Short-haul,Good,High Cost,13.72,1.33,472675.63,102150.74,218610.26,413531.24
2144,2024-01-28,Tanker,Long-haul,Good,High Cost,22.01,1.05,33850.89,799141.83,-220214.47,0.0
2146,2024-02-11,Tanker,Long-haul,Fair,Speed Deviation,10.27,0.21,393684.84,320152.6,139619.47,195529.38
2153,2024-03-31,Fish Carrier,Transoceanic,Fair,Low Efficiency,13.96,1.44,367634.98,103695.02,113569.61,411986.96
2157,2024-04-28,Fish Carrier,Transoceanic,Good,Speed Deviation,24.67,0.71,233310.57,848271.53,-20754.8,0.0
2161,2024-05-26,Tanker,Coastal,Fair,High Cost,12.05,0.51,11088.96,78454.86,-242976.4,437227.12
2162,2024-06-02,Container Ship,Unknown,Critical,"Low Efficiency, Speed Deviation",24.47,0.11,228294.98,954201.87,-25770.39,0.0
2169,2023-06-18,Bulk Carrier,Short-haul,Good,Speed Deviation,24.65,1.23,183388.14,57278.38,-70677.23,458403.61
2171,2023-07-02,Fish Carrier,Short-haul,Critical,High Cost,16.89,0.6,473442.01,287268.18,219376.64,228413.8
2172,2023-07-09,Bulk Carrier,Transoceanic,Good,Speed Deviation,24.84,0.86,171068.47,439146.62,-82996.9,76535.36
2173,2023-07-16,Tanker,Short-haul,Good,"Low Efficiency, Speed Deviation",10.84,0.14,206346.28,811089.22,-47719.08,0.0
2174,2023-07-23,Fish Carrier,Short-haul,Critical,High Cost,16.92,0.93,472431.65,904734.86,218366.28,0.0
2175,2023-07-30,Container Ship,Transoceanic,Good,Low Efficiency,13.14,0.11,144873.68,468150.07,-109191.69,47531.91
2176,2023-08-06,Tanker,Long-haul,Fair,"Low Efficiency, Speed Deviation",10.11,1.41,387602.24,897534.06,133536.87,0.0
2180,2023-09-03,Container Ship,Coastal,Good,Low Efficiency,11.81,0.11,230622.53,496496.92,-23442.84,19185.07
2183,2023-09-24,Tanker,Short-haul,Fair,Low Efficiency,23.36,1.44,178844.47,349678.49,-75220.9,166003.49
2185,2023-10-08,Fish Carrier,Long-haul,Good,Speed Deviation,10.07,0.2,415959.27,526492.16,161893.9,0.0
2187,2023-10-22,Unknown,Transoceanic,Fair,Speed Deviation,10.24,1.06,447156.53,768403.56,193091.16,0.0
2190,2023-11-12,Fish Carrier,Unknown,Critical,High Cost,21.84,0.75,33675.29,413945.35,-220390.07,101736.63
2191,2023-11-19,Fish Carrier,Short-haul,Critical,Speed Deviation,24.69,0.93,315812.04,910183.52,61746.67,0.0
2199,2024-01-14,Tanker,Transoceanic,Fair,Low Efficiency,16.7,1.45,405782.25,124853.65,151716.88,390828.34
2201,2024-01-28,Fish Carrier,Unknown,Fair,Low Efficiency,18.07,1.46,162909.71,82268.74,-91155.66,433413.24
2206,2024-03-03,Bulk Carrier,Transoceanic,Good,Speed Deviation,10.98,0.97,187241.12,598756.72,-66824.25,0.0
2211,2024-04-07,Container Ship,Short-haul,Fair,Speed Deviation,10.26,1.32,353963.29,338758.44,99897.93,176923.54
2214,2024-04-28,Container Ship,Coastal,Critical,High Cost,19.5,1.04,38217.49,385973.84,-215847.88,129708.14
2216,2024-05-12,Fish Carrier,Unknown,Unknown,High Cost,18.82,0.65,494448.78,567175.28,240383.42,0.0
2223,2024-06-30,Container Ship,Short-haul,Critical,Low Efficiency,21.52,0.12,413829.81,700837.91,159764.44,0.0
2224,2023-06-04,Unknown,Short-haul,Good,Low Efficiency,15.22,1.49,175624.97,639257.69,-78440.39,0.0
2226,2023-06-18,Container Ship,Short-haul,Good,Low Efficiency,12.31,0.14,111801.79,753823.84,-142263.58,0.0
2232,2023-07-30,Bulk Carrier,Short-haul,Fair,High Cost,17.32,0.33,468848.85,494748.43,214783.48,20933.55
2233,2023-08-06,Container Ship,Short-haul,Fair,Speed Deviation,10.59,0.37,105783.14,899809.42,-148282.23,0.0
2235,2023-08-20,Container Ship,Short-haul,Fair,High Cost,13.97,1.09,497226.74,810295.09,243161.37,0.0
2244,2023-10-22,Tanker,Short-haul,Fair,High Cost,23.46,0.98,16974.19,149841.13,-237091.18,365840.85
2246,2023-11-05,Bulk Carrier,Coastal,Critical,Speed Deviation,10.01,1.23,87697.59,189647.03,-166367.77,326034.95
2247,2023-11-12,Bulk Carrier,Short-haul,Fair,High Cost,11.98,0.99,31192.73,966636.66,-222872.64,0.0
2248,2023-11-19,Container Ship,Short-haul,Good,Speed Deviation,24.19,0.26,364753.67,825120.94,110688.3,0.0
2249,2023-11-26,Tanker,Long-haul,Fair,High Cost,12.72,0.68,36285.49,569911.04,-217779.88,0.0
2250,2023-12-03,Fish Carrier,Transoceanic,Good,Low Efficiency,16.73,1.46,148966.83,473168.13,-105098.54,42513.85
2251,2023-12-10,Tanker,Long-haul,Critical,Speed Deviation,10.63,0.56,366480.31,650072.07,112414.94,0.0
2253,2023-12-24,Fish Carrier,Coastal,Fair,Speed Deviation,24.35,0.49,173646.27,374978.4,-80419.1,140703.58
2254,2023-12-31,Bulk Carrier,Transoceanic,Critical,"Low Efficiency, High Cost",19.67,1.48,495407.13,211495.8,241341.76,304186.18
2255,2024-01-07,Container Ship,Long-haul,Critical,Low Efficiency,20.26,0.13,168312.04,786991.19,-85753.33,0.0
2256,2024-01-14,Fish Carrier,Long-haul,Fair,Speed Deviation,10.85,0.72,289642.66,304323.15,35577.29,211358.83
2261,2024-02-18,Fish Carrier,Transoceanic,Good,Speed Deviation,24.67,1.21,331456.79,668959.95,77391.43,0.0
2267,2024-03-31,Tanker,Short-haul,Good,High Cost,14.84,1.27,475292.67,794693.33,221227.3,0.0
2268,2024-04-07,Tanker,Short-haul,Fair,"Low Efficiency, Speed Deviation",24.78,1.47,123127.95,974274.86,-130937.42,0.0
2271,2024-04-28,Container Ship,Long-haul,Critical,Low Efficiency,20.53,0.18,453238.35,323126.47,199172.98,192555.51
2272,2024-05-05,Bulk Carrier,Coastal,Fair,Low Efficiency,18.0,0.15,213893.28,970333.22,-40172.08,0.0
2273,2024-05-12,Tanker,Short-haul,Critical,Speed Deviation,10.55,0.51,202699.91,405543.02,-51365.46,110138.96
2274,2024-05-19,Fish Carrier,Long-haul,Critical,Speed Deviation,10.96,0.3,180570.15,254562.27,-73495.22,261119.71
2276,2024-06-02,Bulk Carrier,Transoceanic,Unknown,High Cost,12.56,1.33,31928.73,251264.06,-222136.64,264417.92
2280,2024-06-30,Bulk Carrier,Short-haul,Critical,Low Efficiency,15.56,1.48,115010.11,357867.17,-139055.26,157814.82
2287,2023-07-16,Tanker,Unknown,Critical,Low Efficiency,12.17,1.49,341022.64,840792.81,86957.28,0.0
2288,2023-07-23,Fish Carrier,Short-haul,Critical,High Cost,12.51,1.22,479113.57,50831.11,225048.2,464850.87
2289,2023-07-30,Fish Carrier,Unknown,Fair,High Cost,12.4,1.16,40045.42,832329.37,-214019.95,0.0
2290,2023-08-06,Bulk Carrier,Coastal,Good,"High Cost, Speed Deviation",10.35,0.37,486456.4,463211.63,232391.03,52470.36
2292,2023-08-20,Fish Carrier,Long-haul,Fair,Speed Deviation,10.5,0.29,142775.45,214334.52,-111289.92,301347.46
2304,2023-11-12,Container Ship,Long-haul,Critical,Speed Deviation,24.73,1.0,173599.22,903600.99,-80466.15,0.0
2305,2023-11-19,Fish Carrier,Transoceanic,Critical,Low Efficiency,22.23,1.44,302747.67,970001.54,48682.3,0.0
2312,2024-01-07,Tanker,Coastal,Critical,Low Efficiency,23.68,1.41,319827.78,150273.03,65762.42,365408.95
2313,2024-01-14,Fish Carrier,Short-haul,Fair,Low Efficiency,20.86,0.15,137397.01,392245.98,-116668.35,123436.0
2317,2024-02-11,Bulk Carrier,Long-haul,Critical,Speed Deviation,10.53,1.1,361393.02,729708.53,107327.65,0.0
2320,2024-03-03,Unknown,Short-haul,Good,Speed Deviation,10.1,0.3,51555.47,815633.12,-202509.9,0.0
2326,2024-04-14,Container Ship,Transoceanic,Critical,Speed Deviation,10.84,0.73,400863.21,478239.64,146797.84,37442.34
2327,2024-04-21,Fish Carrier,Coastal,Good,High Cost,23.97,1.27,470514.33,740628.81,216448.96,0.0
2329,2024-05-05,Bulk Carrier,Long-haul,Fair,Speed Deviation,10.03,0.32,432756.62,673115.85,178691.25,0.0
2331,2024-05-19,Fish Carrier,Transoceanic,Critical,Speed Deviation,24.6,1.39,93785.01,695154.04,-160280.36,0.0
2333,2024-06-02,Bulk Carrier,Transoceanic,Good,Speed Deviation,10.29,1.05,301917.47,575642.9,47852.11,0.0
2336,2024-06-23,Tanker,Coastal,Critical,Speed Deviation,10.17,0.59,111715.58,967219.74,-142349.79,0.0
2337,2024-06-30,Bulk Carrier,Short-haul,Critical,"Low Efficiency, Speed Deviation",24.61,1.44,180715.25,615039.43,-73350.12,0.0
2339,2023-06-11,Fish Carrier,Long-haul,Fair,Speed Deviation,10.41,1.39,434247.5,404521.68,180182.13,111160.3
2343,2023-07-09,Fish Carrier,Long-haul,Good,High Cost,14.1,0.65,16896.6,705857.67,-237168.76,0.0
2345,2023-07-23,Tanker,Coastal,Fair,High Cost,15.58,1.39,482942.39,836943.23,228877.02,0.0
2348,2023-08-13,Tanker,Coastal,Good,Speed Deviation,10.12,0.68,232549.18,713939.86,-21516.19,0.0
2350,2023-08-27,Bulk Carrier,Coastal,Fair,"Low Efficiency, High Cost",13.05,0.14,36396.64,982623.39,-217668.73,0.0
2352,2023-09-10,Container Ship,Transoceanic,Fair,"Low Efficiency, High Cost, Speed Deviation",11.1,0.15,472931.05,880560.66,218865.69,0.0
2353,2023-09-17,Fish Carrier,Long-haul,Fair,Speed Deviation,24.92,1.23,162285.7,409840.69,-91779.66,105841.29
2356,2023-10-08,Tanker,Coastal,Critical,Low Efficiency,19.63,1.46,224165.19,151299.88,-29900.18,364382.1
2357,2023-10-15,Container Ship,Long-haul,Fair,"High Cost, Speed Deviation",10.91,0.51,498671.11,355197.0,244605.74,160484.98
2359,2023-10-29,Tanker,Coastal,Good,High Cost,21.89,0.57,479425.0,448795.44,225359.64,66886.54
2360,2023-11-05,Bulk Carrier,Unknown,Good,Low Efficiency,16.84,1.42,110589.82,933553.83,-143475.55,0.0
2362,2023-11-19,Bulk Carrier,Long-haul,Fair,High Cost,22.54,1.24,466600.96,558931.98,212535.6,0.0
2363,2023-11-26,Container Ship,Coastal,Good,Speed Deviation,10.26,1.4,250151.6,736912.73,-3913.77,0.0
2367,2023-12-24,Fish Carrier,Coastal,Fair,Low Efficiency,23.27,0.17,228545.9,718133.25,-25519.47,0.0
2370,2024-01-14,Container Ship,Short-haul,Good,Low Efficiency,21.38,0.18,295188.42,815405.1,41123.06,0.0
2371,2024-01-21,Tanker,Coastal,Good,Low Efficiency,19.38,1.43,360630.37,126007.65,106565.0,389674.33
2372,2024-01-28,Tanker,Transoceanic,Critical,Speed Deviation,24.76,1.24,292426.81,410142.09,38361.44,105539.89
2374,2024-02-11,Bulk Carrier,Long-haul,Fair,Low Efficiency,12.66,0.18,294742.8,410810.87,40677.43,104871.12
2375,2024-02-18,Container Ship,Transoceanic,Critical,Speed Deviation,24.22,0.51,70397.2,138982.02,-183668.17,376699.96
2380,2024-03-24,Tanker,Coastal,Good,Low Efficiency,18.45,1.44,403746.22,601845.49,149680.85,0.0
2382,2024-04-07,Bulk Carrier,Short-haul,Good,Speed Deviation,10.52,0.35,391606.36,589273.44,137541.0,0.0
2383,2024-04-14,Tanker,Short-haul,Good,High Cost,15.56,0.31,480471.27,230372.12,226405.9,285309.86
2384,2024-04-21,Container Ship,Coastal,Critical,"Low Efficiency, High Cost",20.55,1.49,480321.07,886786.79,226255.7,0.0
2386,2024-05-05,Bulk Carrier,Short-haul,Fair,Low Efficiency,15.16,1.42,44781.33,930953.96,-209284.04,0.0
2387,2024-05-12,Bulk Carrier,Coastal,Fair,Low Efficiency,19.47,0.12,113025.82,328727.22,-141039.55,186954.76
2393,2024-06-23,Fish Carrier,Long-haul,Fair,Low Efficiency,11.73,0.19,143488.83,289886.76,-110576.53,225795.22
2395,2023-06-04,Fish Carrier,Coastal,Critical,Speed Deviation,24.16,0.69,360548.07,104616.3,106482.7,411065.68
2399,2023-07-02,Unknown,Short-haul,Good,Speed Deviation,24.94,0.86,409670.1,88263.83,155604.73,427418.15
2401,2023-07-16,Fish Carrier,Transoceanic,Good,Speed Deviation,10.1,1.15,383434.73,464474.06,129369.36,51207.92
2403,2023-07-30,Fish Carrier,Short-haul,Fair,"Low Efficiency, Speed Deviation",10.05,0.13,69565.53,469547.01,-184499.84,46134.97
2404,2023-08-06,Tanker,Coastal,Critical,"Low Efficiency, High Cost",17.31,0.18,25984.03,316216.4,-228081.34,199465.58
2406,2023-08-20,Bulk Carrier,Transoceanic,Fair,Low Efficiency,23.44,1.41,444367.73,336557.25,190302.36,179124.73
2409,2023-09-10,Bulk Carrier,Short-haul,Good,Low Efficiency,22.34,1.48,301994.94,635813.17,47929.57,0.0
2410,2023-09-17,Bulk Carrier,Short-haul,Fair,High Cost,11.89,0.23,475556.15,755298.83,221490.78,0.0
2411,2023-09-24,Tanker,Long-haul,Fair,Speed Deviation,10.66,0.4,423526.59,456317.88,169461.23,59364.1
2412,2023-10-01,Bulk Carrier,Short-haul,Good,Speed Deviation,24.33,0.95,252361.17,853301.3,-1704.19,0.0
2415,2023-10-22,Tanker,Long-haul,Critical,"Low Efficiency, Speed Deviation",24.19,0.13,187565.31,307154.18,-66500.06,208527.8
2416,2023-10-29,Tanker,Long-haul,Good,Low Efficiency,23.31,0.16,173499.9,279803.24,-80565.47,235878.74
2417,2023-11-05,Bulk Carrier,Transoceanic,Unknown,Speed Deviation,10.56,0.9,245436.49,447222.96,-8628.87,68459.02
2419,2023-11-19,Bulk Carrier,Coastal,Critical,"High Cost, Speed Deviation",24.15,1.13,493080.99,415259.25,239015.62,100422.73
2421,2023-12-03,Tanker,Short-haul,Critical,Speed Deviation,10.71,0.74,384338.53,407299.55,130273.16,108382.43
2424,2023-12-24,Fish Carrier,Long-haul,Fair,High Cost,18.84,0.83,494350.18,794569.74,240284.81,0.0
2427,2024-01-14,Fish Carrier,Short-haul,Critical,High Cost,16.01,0.86,485689.34,587110.03,231623.97,0.0
2428,2024-01-21,Fish Carrier,Coastal,Good,Low Efficiency,18.87,0.1,126703.82,406091.14,-127361.54,109590.84
2429,2024-01-28,Container Ship,Long-haul,Fair,Low Efficiency,15.87,1.48,55454.34,808969.48,-198611.03,0.0
2431,2024-02-11,Tanker,Coastal,Critical,Low Efficiency,19.62,0.1,270217.57,994904.8,16152.2,0.0
2432,2024-02-18,Tanker,Long-haul,Critical,Speed Deviation,24.98,0.2,443283.58,638170.04,189218.21,0.0
2441,2024-04-21,Bulk Carrier,Coastal,Fair,Speed Deviation,24.09,0.41,46821.26,628920.74,-207244.1,0.0
2442,2024-04-28,Container Ship,Long-haul,Unknown,High Cost,18.84,1.12,498593.79,317333.4,244528.42,198348.59
2443,2024-05-05,Fish Carrier,Transoceanic,Good,High Cost,18.53,0.58,35801.34,712997.28,-218264.03,0.0
2444,2024-05-12,Tanker,Coastal,Critical,Speed Deviation,10.47,1.01,162064.04,580082.78,-92001.33,0.0
2446,2024-05-26,Bulk Carrier,Short-haul,Critical,Low Efficiency,21.06,1.41,347077.79,487714.34,93012.42,27967.64
2447,2024-06-02,Container Ship,Short-haul,Good,"Low Efficiency, High Cost",11.72,1.48,495368.78,136146.24,241303.41,379535.75
