Voyage_ID,Date,Ship_Type,Engine_Type,Maintenance_Status,Turnaround_Time_hours,Efficiency_nm_per_kWh
2156,2024-04-21,Container Ship,Heavy Fuel Oil (HFO),Critical,15.108288951442615,0.7543165874071792
2157,2024-04-28,Fish Carrier,,Good,43.48015017026064,0.7137678833069351
2158,2024-05-05,Bulk Carrier,Diesel,Good,24.21080716109922,0.9600642039388004
2159,2024-05-12,Container Ship,Steam Turbine,Critical,60.9766864267644,0.2053133405369061
2160,2024-05-19,Fish Carrier,Diesel,Fair,59.76108487469969,0.6501492432920388
2161,2024-05-26,Tanker,Steam Turbine,Fair,36.67277679377686,0.5094091855568372
2162,2024-06-02,Container Ship,Heavy Fuel Oil (HFO),Critical,26.66451825550489,0.1137820555094603
2163,2024-06-09,Bulk Carrier,Steam Turbine,Fair,62.53298413231878,0.5692405073098618
2164,2024-06-16,Container Ship,Diesel,Fair,27.85004032228581,0.2207837150355746
2165,2024-06-23,Fish Carrier,Heavy Fuel Oil (HFO),Fair,71.12265911299164,0.6521604228133216
2166,2024-06-30,Container Ship,Diesel,Good,59.110207114242975,0.5310118615540872
2167,2023-06-04,Tanker,Diesel,,51.914771755126026,0.2828974740729071
2168,2023-06-11,Bulk Carrier,Heavy Fuel Oil (HFO),Fair,65.24058385139273,1.0889019418547474
2169,2023-06-18,Bulk Carrier,Heavy Fuel Oil (HFO),Good,30.681051440970844,1.2320883551976944
2170,2023-06-25,Tanker,Heavy Fuel Oil (HFO),Fair,69.86658663672142,0.8725952953018388
2171,2023-07-02,Fish Carrier,Diesel,Critical,52.50137132895143,0.5985599217608333
2172,2023-07-09,Bulk Carrier,Heavy Fuel Oil (HFO),Good,67.53846402169864,0.8640335308162221
2173,2023-07-16,Tanker,Heavy Fuel Oil (HFO),Good,17.794942538696386,0.1387834066214904
2174,2023-07-23,Fish Carrier,Diesel,Critical,71.66027719566526,0.9284541318015566
2175,2023-07-30,Container Ship,Diesel,Good,21.175194235979703,0.1076263935847482
2176,2023-08-06,Tanker,Diesel,Fair,12.40075741796116,1.4149582385977773
2177,2023-08-13,Container Ship,,Good,20.7536957383383,0.6173376743767001
2178,2023-08-20,Bulk Carrier,Heavy Fuel Oil (HFO),Critical,53.90104849368186,0.4493941124229775
2179,2023-08-27,Fish Carrier,Heavy Fuel Oil (HFO),Fair,60.27664067325386,0.9310597453401568
2180,2023-09-03,Container Ship,Diesel,Good,48.60139007551755,0.1120842941221938
2181,2023-09-10,Container Ship,Diesel,Good,41.72197347095992,1.163951824276738
2182,2023-09-17,Fish Carrier,Heavy Fuel Oil (HFO),Critical,48.28319232509354,0.3809690968390014
2183,2023-09-24,Tanker,,Fair,44.16973804957249,1.4425470877382442
2184,2023-10-01,Fish Carrier,Diesel,Critical,32.71169440097818,0.351678090962404
2185,2023-10-08,Fish Carrier,Heavy Fuel Oil (HFO),Good,42.73204650897871,0.1958674886884753
2186,2023-10-15,Fish Carrier,Diesel,Good,53.72137453750441,0.3726687220981286
2187,2023-10-22,,Steam Turbine,Fair,25.83025225148656,1.0625455590957371
2188,2023-10-29,Fish Carrier,Steam Turbine,Good,46.29898555758055,1.1066362797246196
2189,2023-11-05,Tanker,Heavy Fuel Oil (HFO),Good,16.806873102621033,0.338208813880022
2190,2023-11-12,Fish Carrier,Heavy Fuel Oil (HFO),Critical,14.66971808573394,0.746201824582059
2191,2023-11-19,Fish Carrier,Steam Turbine,Critical,61.23611767544622,0.926632328508436
2192,2023-11-26,Fish Carrier,Steam Turbine,Critical,23.932851935633835,0.4715173543994563
2193,2023-12-03,Bulk Carrier,Steam Turbine,Critical,66.80266449647186,0.8475920311760627
2194,2023-12-10,Bulk Carrier,Steam Turbine,Good,61.465511597708456,0.8348139286925654
2195,2023-12-17,Tanker,Steam Turbine,Critical,45.72637333529196,0.6305359921502396
2196,2023-12-24,Fish Carrier,Steam Turbine,Critical,45.50300811946244,0.3780905747301832
2197,2023-12-31,Fish Carrier,,Fair,33.82317335933,0.999526876830117
2198,2024-01-07,Fish Carrier,Diesel,Critical,51.16902131866155,1.3548916146745948
2199,2024-01-14,Tanker,Heavy Fuel Oil (HFO),Fair,69.68836878954906,1.445484623566892
2200,2024-01-21,Fish Carrier,Diesel,Fair,52.36933030170696,0.4691987646868213
2201,2024-01-28,Fish Carrier,Heavy Fuel Oil (HFO),Fair,52.74900821059134,1.4573720985291934
2202,2024-02-04,Container Ship,Steam Turbine,Fair,56.70380506699939,1.2530812862884808
2203,2024-02-11,Bulk Carrier,Steam Turbine,Critical,60.23405834954539,0.6711093931198272
2204,2024-02-18,Tanker,Diesel,Good,67.1455718609349,0.6145890614544087
2205,2024-02-25,Bulk Carrier,Diesel,Fair,31.88356735958915,0.5397530814306123
2206,2024-03-03,Bulk Carrier,,Good,36.33659871546112,0.9671028212637536
2207,2024-03-10,Container Ship,Steam Turbine,,69.63871467558549,0.3355246787544784
2208,2024-03-17,Fish Carrier,Heavy Fuel Oil (HFO),Fair,49.71112707338953,0.2067566759580782
2209,2024-03-24,Container Ship,Heavy Fuel Oil (HFO),Critical,56.17323473078333,0.93891023109308
2210,2024-03-31,Bulk Carrier,Steam Turbine,Good,35.36805542248783,1.401358521614613
2211,2024-04-07,Container Ship,Diesel,Fair,70.65549195328202,1.3212983210524771
2212,2024-04-14,,Steam Turbine,Critical,13.858291406302756,0.2615907846037053
2213,2024-04-21,Tanker,Heavy Fuel Oil (HFO),Fair,45.188877566936135,0.2885021412681394
2214,2024-04-28,Container Ship,Diesel,Critical,69.41184085009837,1.03511119113965
2215,2024-05-05,Fish Carrier,Heavy Fuel Oil (HFO),Fair,66.17649385824097,0.7405693373742042
2216,2024-05-12,Fish Carrier,Diesel,,18.33436513572385,0.6504857666672367
2217,2024-05-19,Fish Carrier,Steam Turbine,Critical,33.839565032938125,0.3823429405610831
2218,2024-05-26,Tanker,Diesel,Good,20.95307716542076,1.3496028077979365
2219,2024-06-02,Fish Carrier,Heavy Fuel Oil (HFO),Good,61.83009856464934,0.214410203518783
2220,2024-06-09,Fish Carrier,Diesel,Fair,27.889323513140265,0.774889062664209
2221,2024-06-16,Bulk Carrier,Steam Turbine,Good,57.97888960891409,0.3573601364657838
2222,2024-06-23,Tanker,Diesel,Fair,40.41329223871287,1.0719476748238228
2223,2024-06-30,Container Ship,Diesel,Critical,61.6518283899989,0.121337194122391
2224,2023-06-04,,Diesel,Good,16.46677536976795,1.4864179576889762
2225,2023-06-11,Fish Carrier,Heavy Fuel Oil (HFO),Critical,24.434689537634668,0.7226760378885083
2226,2023-06-18,Container Ship,Diesel,Good,24.130085075162317,0.1370420250902328
2227,2023-06-25,Fish Carrier,Steam Turbine,Fair,24.695296865949256,0.9556776880341724
2228,2023-07-02,Bulk Carrier,Heavy Fuel Oil (HFO),Fair,25.007131313352392,0.8565574141238855
2229,2023-07-09,Container Ship,Diesel,Fair,13.300965895967863,0.4367224555213818
2230,2023-07-16,Bulk Carrier,Heavy Fuel Oil (HFO),Critical,27.47680504298461,0.3069231737961264
2231,2023-07-23,Tanker,Steam Turbine,Fair,30.4181805239222,1.3559740938359035
2232,2023-07-30,Bulk Carrier,Steam Turbine,Fair,36.94103978498608,0.3325475902190123
2233,2023-08-06,Container Ship,Heavy Fuel Oil (HFO),Fair,42.470797814898205,0.3654164935990123
2234,2023-08-13,Fish Carrier,Diesel,Fair,60.65587623260655,1.0284576672955508
2235,2023-08-20,Container Ship,Steam Turbine,Fair,16.796307155228863,1.0932184815989352
2236,2023-08-27,Bulk Carrier,Steam Turbine,Good,49.79205748421351,0.732970789235409
2237,2023-09-03,Tanker,,Fair,32.779401743670974,0.497313116921802
2238,2023-09-10,Bulk Carrier,Heavy Fuel Oil (HFO),Fair,69.15808684450195,0.2444270341708665
2239,2023-09-17,Bulk Carrier,Steam Turbine,Fair,44.04718817281133,1.183531679133461
2240,2023-09-24,Container Ship,Steam Turbine,Good,64.71534817008111,0.832504259392434
2241,2023-10-01,,Diesel,Fair,54.71698647129203,0.3786873872597758
2242,2023-10-08,Container Ship,Diesel,Good,18.1913310378708,0.4312757670597114
2243,2023-10-15,Fish Carrier,Heavy Fuel Oil (HFO),Critical,65.13125706936631,0.8417362030247558
2244,2023-10-22,Tanker,Diesel,Fair,57.84352070162176,0.984148929019206
2245,2023-10-29,Fish Carrier,Heavy Fuel Oil (HFO),Fair,31.710511439890148,1.1090613450639648
2246,2023-11-05,Bulk Carrier,Steam Turbine,Critical,16.475962044444735,1.230076719383775
2247,2023-11-12,Bulk Carrier,Heavy Fuel Oil (HFO),Fair,44.87487158719925,0.9937567665480282
2248,2023-11-19,Container Ship,Steam Turbine,Good,66.32692133522741,0.2569962231143969
2249,2023-11-26,Tanker,Heavy Fuel Oil (HFO),Fair,70.143523088241,0.67853132169487
2250,2023-12-03,Fish Carrier,Diesel,Good,41.766823643635405,1.4591826114283335
2251,2023-12-10,Tanker,Heavy Fuel Oil (HFO),Critical,14.670122687159658,0.5578500090918537
2252,2023-12-17,Tanker,Diesel,Fair,57.82191988993228,0.9512344497984828
2253,2023-12-24,Fish Carrier,Diesel,Fair,19.35069358529304,0.4870967736726231
2254,2023-12-31,Bulk Carrier,Steam Turbine,Critical,41.57090497814062,1.4767818821085128
2255,2024-01-07,Container Ship,Steam Turbine,Critical,39.59980724768869,0.1314621491348551
2256,2024-01-14,Fish Carrier,Heavy Fuel Oil (HFO),Fair,16.15277891414924,0.7161161749465855
2257,2024-01-21,Fish Carrier,Steam Turbine,Fair,58.409550484257686,0.4785401677060186
2258,2024-01-28,Bulk Carrier,Diesel,Fair,31.181317701353905,1.1245026082753338
2259,2024-02-04,Fish Carrier,Diesel,Good,43.01920884446008,1.3141071144560572
2260,2024-02-11,Tanker,Diesel,Good,51.18372547754672,1.118858245520688
2261,2024-02-18,Fish Carrier,Diesel,Good,71.87739077135082,1.2084015983355327
2262,2024-02-25,Tanker,Steam Turbine,,23.50292893533939,0.5168900304761833
2263,2024-03-03,Container Ship,Diesel,Critical,31.93552376921918,0.542406769007167
2264,2024-03-10,Tanker,Heavy Fuel Oil (HFO),Good,34.574440551182136,1.031555644962291
2265,2024-03-17,Bulk Carrier,Diesel,Fair,29.297305235214942,0.6203842989876193
2266,2024-03-24,Tanker,Diesel,Good,65.93326638131896,0.6476938716570184
2267,2024-03-31,Tanker,Diesel,Good,50.7121598477188,1.267109277750452
2268,2024-04-07,Tanker,Heavy Fuel Oil (HFO),Fair,67.09947573810217,1.466388137411987
2269,2024-04-14,Fish Carrier,Heavy Fuel Oil (HFO),Fair,60.89841678646611,0.2935268387534649
2270,2024-04-21,Fish Carrier,Diesel,Good,30.1944350614426,0.8134771536019246
2271,2024-04-28,Container Ship,Heavy Fuel Oil (HFO),Critical,21.3652777293452,0.1782879706670692
2272,2024-05-05,Bulk Carrier,Diesel,Fair,31.15574997333993,0.1472824111187705
2273,2024-05-12,Tanker,Diesel,Critical,18.03640473475009,0.5065891509706753
2274,2024-05-19,Fish Carrier,Steam Turbine,Critical,28.620290573647765,0.2966056238200942
2275,2024-05-26,Bulk Carrier,Heavy Fuel Oil (HFO),Good,19.61437404477116,0.8138070380771538
2276,2024-06-02,Bulk Carrier,Heavy Fuel Oil (HFO),,53.91222257914137,1.332997490843235
2277,2024-06-09,Tanker,Diesel,Critical,31.05790569659143,0.9634693250231676
2278,2024-06-16,Container Ship,Heavy Fuel Oil (HFO),Fair,14.544152964113836,0.4386966484442816
2279,2024-06-23,Tanker,Steam Turbine,Fair,42.75974776100658,0.8673711403707226
2280,2024-06-30,Bulk Carrier,Diesel,Critical,23.26618995422296,1.4773124061756644
2281,2023-06-04,Fish Carrier,Diesel,,40.77809908848515,1.1213499341508593
2282,2023-06-11,Container Ship,Heavy Fuel Oil (HFO),Critical,49.48777381161283,0.2226140289353014
2283,2023-06-18,Bulk Carrier,Heavy Fuel Oil (HFO),Fair,55.78562480088136,0.7968746314235674
2284,2023-06-25,Fish Carrier,Steam Turbine,Fair,56.68286719047307,0.4292461283225149
2285,2023-07-02,Tanker,Diesel,Fair,69.73201930721362,0.982204109217705
2286,2023-07-09,Tanker,Steam Turbine,Good,29.075539824521908,0.583148849875263
2287,2023-07-16,Tanker,Heavy Fuel Oil (HFO),Critical,17.76546833297229,1.4882286194127716
2288,2023-07-23,Fish Carrier,Heavy Fuel Oil (HFO),Critical,61.50289352458163,1.2231321176806396
2289,2023-07-30,Fish Carrier,Diesel,Fair,18.058044738419703,1.1644671973233764
2290,2023-08-06,Bulk Carrier,Heavy Fuel Oil (HFO),Good,43.37630229024666,0.3740878916826868
2291,2023-08-13,Container Ship,Steam Turbine,Good,60.3979217119778,1.2850298055641325
2292,2023-08-20,Fish Carrier,Steam Turbine,Fair,35.665564293824616,0.2933173902803555
2293,2023-08-27,Tanker,Steam Turbine,Critical,24.840154607855464,0.5505620982762662
2294,2023-09-03,Bulk Carrier,Diesel,Fair,29.657229194345383,1.156952138015005
2295,2023-09-10,Bulk Carrier,Heavy Fuel Oil (HFO),Critical,44.277462568449245,0.6443999398465886
2296,2023-09-17,Tanker,Diesel,Fair,20.402582876153296,0.5746408496307479
2297,2023-09-24,Tanker,Diesel,Fair,56.42986269345896,0.4322799868208283
2298,2023-10-01,Bulk Carrier,Steam Turbine,Good,57.58321222704611,0.5445132257867469
2299,2023-10-08,Bulk Carrier,Diesel,Fair,16.459000674033383,0.5555480983612814
2300,2023-10-15,Container Ship,Heavy Fuel Oil (HFO),,50.04011062979762,0.6895572912556159
2301,2023-10-22,Bulk Carrier,Heavy Fuel Oil (HFO),Critical,32.020898099740904,0.6696185858328813
2302,2023-10-29,Container Ship,Heavy Fuel Oil (HFO),Critical,15.114697583818026,1.213853706446062
2303,2023-11-05,Fish Carrier,Heavy Fuel Oil (HFO),Good,33.02989222592704,1.1372630240464048
2304,2023-11-12,Container Ship,Steam Turbine,Critical,41.53016876642568,0.9974571186878302
2305,2023-11-19,Fish Carrier,,Critical,49.91496100187522,1.4446916954643791
2306,2023-11-26,Container Ship,Steam Turbine,,29.48428906711872,0.861297072444839
2307,2023-12-03,Bulk Carrier,Heavy Fuel Oil (HFO),Critical,59.188739539478775,0.6042284665370726
2308,2023-12-10,Fish Carrier,,Good,52.699405715010734,0.7068955536784005
2309,2023-12-17,Bulk Carrier,Diesel,Good,14.135678418345686,0.7666833438323029
2310,2023-12-24,Bulk Carrier,Heavy Fuel Oil (HFO),Good,70.15063891943214,1.173065064323494
2311,2023-12-31,Bulk Carrier,Diesel,Critical,69.86900992776373,1.013880224237626
2312,2024-01-07,Tanker,Diesel,Critical,68.10626565432048,1.4085738032768946
2313,2024-01-14,Fish Carrier,Heavy Fuel Oil (HFO),Fair,62.61930069774355,0.1513492201668613
2314,2024-01-21,Tanker,Steam Turbine,Critical,28.040518897810305,0.6928801907548264
2315,2024-01-28,Container Ship,Diesel,Good,59.2546638288396,0.6766309026707109
2316,2024-02-04,Container Ship,Steam Turbine,Critical,14.80962910521288,0.7362718534876551
2317,2024-02-11,Bulk Carrier,Heavy Fuel Oil (HFO),Critical,30.3169614024925,1.0999180064970404
2318,2024-02-18,Bulk Carrier,Steam Turbine,Fair,39.524874949121525,0.777802915529204
2319,2024-02-25,Fish Carrier,Heavy Fuel Oil (HFO),Critical,36.74233691972126,0.5525758172198307
2320,2024-03-03,,Heavy Fuel Oil (HFO),Good,48.17615680868097,0.303833346856315
2321,2024-03-10,Container Ship,Steam Turbine,Critical,55.13002542411851,0.760115895642547
2322,2024-03-17,Container Ship,,Good,49.97573012979422,0.511830729751752
2323,2024-03-24,Container Ship,Steam Turbine,Critical,71.54678370068417,0.4641901720671334
2324,2024-03-31,Container Ship,Diesel,Good,46.64588158693236,0.8654176048574806
2325,2024-04-07,Tanker,Steam Turbine,Critical,41.336162062504826,0.4446941664978435
2326,2024-04-14,Container Ship,Steam Turbine,Critical,15.458519169752767,0.7324399183650985
2327,2024-04-21,Fish Carrier,Steam Turbine,Good,30.197319416219628,1.2664604762679723
2328,2024-04-28,Tanker,Heavy Fuel Oil (HFO),Critical,13.865545311425205,0.5395451416131639
2329,2024-05-05,Bulk Carrier,Steam Turbine,Fair,48.78889355214648,0.3151075672461523
2330,2024-05-12,Tanker,Steam Turbine,Good,69.70099683608069,0.7120141271309077
2331,2024-05-19,Fish Carrier,Diesel,Critical,53.73895671341279,1.3875315635018015
2332,2024-05-26,Container Ship,,Good,65.39383802193285,0.6644628604881244
2333,2024-06-02,Bulk Carrier,Heavy Fuel Oil (HFO),Good,61.55885934238494,1.0483698553834735
2334,2024-06-09,Fish Carrier,Diesel,Fair,20.996658512835616,1.259774386861637
2335,2024-06-16,Tanker,Steam Turbine,Good,24.089719622624823,1.0526596699242006
2336,2024-06-23,Tanker,Steam Turbine,Critical,68.04546769568822,0.5870501447723894
2337,2024-06-30,Bulk Carrier,Steam Turbine,Critical,39.838748914735845,1.437063190236256
2338,2023-06-04,Tanker,Heavy Fuel Oil (HFO),,68.0360833740451,0.2603479351911019
2339,2023-06-11,Fish Carrier,,Fair,61.47746997870312,1.3948893525633848
2340,2023-06-18,Container Ship,Steam Turbine,Critical,32.804801073569884,0.5528132810973534
2341,2023-06-25,Container Ship,Heavy Fuel Oil (HFO),Critical,43.58104245702314,1.2958722672349168
2342,2023-07-02,Fish Carrier,Steam Turbine,Fair,62.63199309923187,0.9883817012404064
2343,2023-07-09,Fish Carrier,Diesel,Good,61.66416550974971,0.6538692340678217
2344,2023-07-16,,,Good,57.53836684240365,1.1002958255546091
2345,2023-07-23,Tanker,Heavy Fuel Oil (HFO),Fair,50.03820931790317,1.3874431493052286
2346,2023-07-30,Fish Carrier,Steam Turbine,Good,46.46508267667374,1.2568598024644786
2347,2023-08-06,Container Ship,Heavy Fuel Oil (HFO),Good,45.49136758385016,1.0993346476299204
2348,2023-08-13,Tanker,Steam Turbine,Good,51.77433791176825,0.6792180803364835
2349,2023-08-20,Fish Carrier,Heavy Fuel Oil (HFO),,53.91919643734588,0.7173087829865308
2350,2023-08-27,Bulk Carrier,Steam Turbine,Fair,26.675054195776987,0.1430469943343078
2351,2023-09-03,Fish Carrier,Diesel,Good,26.375338966612613,0.6702236680106918
2352,2023-09-10,Container Ship,Steam Turbine,Fair,45.16092681129805,0.1526579980247924
2353,2023-09-17,Fish Carrier,Steam Turbine,Fair,50.63920839696804,1.228410133362288
2354,2023-09-24,Tanker,Diesel,Critical,70.92233942656242,0.3412118382757875
2355,2023-10-01,Container Ship,Heavy Fuel Oil (HFO),Good,50.56481455873272,0.3016263177487893
2356,2023-10-08,Tanker,Heavy Fuel Oil (HFO),Critical,36.82610224264768,1.4618994327073644
2357,2023-10-15,Container Ship,Heavy Fuel Oil (HFO),Fair,59.13403083234206,0.5098450071702025
2358,2023-10-22,Container Ship,Steam Turbine,Fair,45.4861715378191,0.4862132015336547
2359,2023-10-29,Tanker,Diesel,Good,13.765315603221609,0.5723148934694264
2360,2023-11-05,Bulk Carrier,,Good,20.1683057482153,1.4202471723420729
2361,2023-11-12,Tanker,Diesel,Good,19.84569967216987,0.8503351997502416
2362,2023-11-19,Bulk Carrier,Diesel,Fair,58.09550094076111,1.2426351126280273
2363,2023-11-26,Container Ship,Diesel,Good,16.605078986147028,1.4034632204959332
2364,2023-12-03,Tanker,Heavy Fuel Oil (HFO),Good,47.73523455561523,1.0035410705868302
2365,2023-12-10,Bulk Carrier,Steam Turbine,Fair,38.54296372186502,0.5797048928224654
2366,2023-12-17,Container Ship,Heavy Fuel Oil (HFO),Fair,24.96715096288767,1.2853417836889425
2367,2023-12-24,Fish Carrier,,Fair,66.8675555485313,0.1702619234036807
2368,2023-12-31,Fish Carrier,Steam Turbine,,53.40160206706869,0.5918797452165044
2369,2024-01-07,Container Ship,Steam Turbine,Critical,65.38551544922345,1.1288480690649467
2370,2024-01-14,Container Ship,Steam Turbine,Good,23.51956662782589,0.1785086439976302
2371,2024-01-21,Tanker,Heavy Fuel Oil (HFO),Good,27.238613394307134,1.4264995675610093
2372,2024-01-28,Tanker,Diesel,Critical,24.186994209785823,1.2376495954466262
2373,2024-02-04,Container Ship,Diesel,Fair,49.92289207102269,0.9096139666471058
2374,2024-02-11,Bulk Carrier,,Fair,45.86937565594921,0.1752907584732691
2375,2024-02-18,Container Ship,Diesel,Critical,40.96236685821889,0.5092669145486048
2376,2024-02-25,Container Ship,Heavy Fuel Oil (HFO),Fair,41.51186609034946,0.5009675690124928
2377,2024-03-03,Fish Carrier,Heavy Fuel Oil (HFO),Critical,39.34598901937922,0.9468037907610026
2378,2024-03-10,Tanker,Steam Turbine,Good,36.07582660334551,1.096250026052775
2379,2024-03-17,Fish Carrier,Steam Turbine,Good,30.3134545644452,0.6330582174228095
2380,2024-03-24,Tanker,Diesel,Good,16.810650077766113,1.442308754482294
2381,2024-03-31,Tanker,Steam Turbine,Good,61.42658545790236,0.4425420716856103
2382,2024-04-07,Bulk Carrier,Steam Turbine,Good,66.11178547485544,0.3492003921148486
2383,2024-04-14,Tanker,Diesel,Good,62.91133696722807,0.3090469094874652
2384,2024-04-21,Container Ship,Heavy Fuel Oil (HFO),Critical,41.77432061352424,1.489984590274298
2385,2024-04-28,Tanker,Steam Turbine,Critical,31.642432557089226,0.5077397884907399
2386,2024-05-05,Bulk Carrier,Diesel,Fair,41.112286987207725,1.4220996640998045
2387,2024-05-12,Bulk Carrier,Diesel,Fair,15.488677987372812,0.1191084005322283
2388,2024-05-19,Fish Carrier,Diesel,Critical,31.38524278741576,0.5183334713839651
2389,2024-05-26,Bulk Carrier,Steam Turbine,Fair,43.15784349746009,0.9398560913951
2390,2024-06-02,Container Ship,Diesel,Fair,44.6518787726364,0.9796302063558252
2391,2024-06-09,Fish Carrier,Diesel,Fair,34.19237185710042,0.4254568802846016
2392,2024-06-16,Fish Carrier,Steam Turbine,Fair,67.53419043602523,1.1765881748282656
2393,2024-06-23,Fish Carrier,Diesel,Fair,24.582178208527328,0.1877890144307059
2394,2024-06-30,Bulk Carrier,Steam Turbine,Good,69.18227366836396,0.3352497331846796
2395,2023-06-04,Fish Carrier,Heavy Fuel Oil (HFO),Critical,32.459673664099626,0.6888396420794219
2396,2023-06-11,Container Ship,Steam Turbine,Good,48.65615729566776,0.3275219758947164
2397,2023-06-18,Fish Carrier,Diesel,Good,16.064543988184518,0.8701316818877065
2398,2023-06-25,Fish Carrier,Steam Turbine,Good,71.14405847886661,1.207644308679933
2399,2023-07-02,,Heavy Fuel Oil (HFO),Good,34.32185340734277,0.8552519540747984
2400,2023-07-09,Container Ship,Diesel,Fair,24.248951320906706,0.9743228129262926
2401,2023-07-16,Fish Carrier,Steam Turbine,Good,24.88948601240655,1.1515268438753787
2402,2023-07-23,Bulk Carrier,Diesel,Critical,27.75765093011676,0.3676898619416869
2403,2023-07-30,Fish Carrier,,Fair,51.68262488188615,0.1300638967079315
2404,2023-08-06,Tanker,Diesel,Critical,19.170929424381534,0.1773815019624312
2405,2023-08-13,Tanker,Heavy Fuel Oil (HFO),Critical,21.76422664770039,0.9133416095561804
2406,2023-08-20,Bulk Carrier,Diesel,Fair,53.59418092035097,1.41386079344867
2407,2023-08-27,Bulk Carrier,Steam Turbine,Good,66.19505875007061,1.3608563781238543
2408,2023-09-03,Fish Carrier,,Fair,71.42481143099974,1.28701689594309
2409,2023-09-10,Bulk Carrier,Heavy Fuel Oil (HFO),Good,14.121224995523498,1.479070087787811
2410,2023-09-17,Bulk Carrier,Steam Turbine,Fair,63.18781866479958,0.2326465304482947
2411,2023-09-24,Tanker,Heavy Fuel Oil (HFO),Fair,61.87581776512505,0.4010828735202266
2412,2023-10-01,Bulk Carrier,Diesel,Good,51.73817313389452,0.9549835039091736
2413,2023-10-08,Container Ship,Diesel,Good,13.5703175208391,0.739434121676188
2414,2023-10-15,Fish Carrier,Heavy Fuel Oil (HFO),Critical,16.484321001636083,1.2532841638716148
2415,2023-10-22,Tanker,Diesel,Critical,32.17580136935113,0.125381546515673
2416,2023-10-29,Tanker,Heavy Fuel Oil (HFO),Good,23.21726656918477,0.1619389886708056
2417,2023-11-05,Bulk Carrier,Diesel,,64.77712741638842,0.9024067075838212
2418,2023-11-12,Tanker,Heavy Fuel Oil (HFO),Good,49.86889986748996,1.0604554109808149
2419,2023-11-19,Bulk Carrier,Heavy Fuel Oil (HFO),Critical,49.15539143183622,1.1305225941027055
2420,2023-11-26,Container Ship,Diesel,Good,32.5411050739564,0.5594713694527842
2421,2023-12-03,Tanker,Heavy Fuel Oil (HFO),Critical,17.594722825710264,0.7383381340643972
2422,2023-12-10,,Steam Turbine,Good,50.48342661403907,0.9520876103008876
2423,2023-12-17,Fish Carrier,Diesel,Critical,64.05482605309754,1.0049734699819106
2424,2023-12-24,Fish Carrier,Diesel,Fair,51.38813156966273,0.8343017446198632
2425,2023-12-31,Bulk Carrier,Heavy Fuel Oil (HFO),Fair,24.057935429925045,0.6533931875828828
2426,2024-01-07,Fish Carrier,Steam Turbine,Fair,16.461173576197908,0.8724377777662818
2427,2024-01-14,Fish Carrier,Diesel,Critical,29.732795010520636,0.85712137824384
2428,2024-01-21,Fish Carrier,Heavy Fuel Oil (HFO),Good,30.366329682577582,0.1009433907390886
2429,2024-01-28,Container Ship,,Fair,54.97932250542532,1.4840023999701104
2430,2024-02-04,Container Ship,Steam Turbine,Good,38.86773464215945,0.841508877950436
2431,2024-02-11,Tanker,Diesel,Critical,62.21129248176693,0.1031462166383387
2432,2024-02-18,Tanker,Heavy Fuel Oil (HFO),Critical,31.24791135855652,0.1962061340367019
2433,2024-02-25,,Diesel,Good,34.15868444366607,1.101522637555595
2434,2024-03-03,Bulk Carrier,Diesel,Fair,70.48137265634188,0.2142591727800061
2435,2024-03-10,Container Ship,Heavy Fuel Oil (HFO),Critical,56.50615093242784,0.2001634187343108
2436,2024-03-17,Tanker,Heavy Fuel Oil (HFO),Good,51.53794498295571,0.7042373063516449
2437,2024-03-24,Container Ship,Diesel,Good,55.586200834321865,0.4010125850311287
2438,2024-03-31,Bulk Carrier,Heavy Fuel Oil (HFO),Fair,52.99617485559384,0.9640863809526532
2439,2024-04-07,Fish Carrier,Diesel,Fair,31.96286998941015,0.4797852901367611
2440,2024-04-14,Bulk Carrier,Steam Turbine,Critical,55.149120853889535,1.2186264528297217
2441,2024-04-21,Bulk Carrier,Heavy Fuel Oil (HFO),Fair,49.3212349407998,0.4079680929211386
2442,2024-04-28,Container Ship,Heavy Fuel Oil (HFO),,64.45565691554935,1.120217312338881
2443,2024-05-05,Fish Carrier,Steam Turbine,Good,19.86478332309532,0.5770829585271003
2444,2024-05-12,Tanker,Steam Turbine,Critical,45.854878710019335,1.0105123080088898
2445,2024-05-19,Fish Carrier,Diesel,Critical,19.240909822587152,0.3139032136601869
2446,2024-05-26,Bulk Carrier,Heavy Fuel Oil (HFO),Critical,31.712899565883856,1.40723269529311
2447,2024-06-02,Container Ship,Steam Turbine,Good,45.75380456316759,1.4750299814208558
2448,2024-06-09,Fish Carrier,Heavy Fuel Oil (HFO),Critical,21.88154204509296,1.1760000191669806
2449,2024-06-16,Bulk Carrier,Heavy Fuel Oil (HFO),Critical,25.034958921161284,0.1944645096322775
2450,2024-06-23,Container Ship,Diesel,Critical,61.79888053993573,0.6730952366386405
2451,2024-06-30,Container Ship,Steam Turbine,Good,28.08899800196516,1.2107224472229747
2452,2023-06-04,Bulk Carrier,Heavy Fuel Oil (HFO),Good,57.41557899398099,1.125090929091091
2453,2023-06-11,Bulk Carrier,Steam Turbine,Fair,58.27689733893023,0.285060981005278
2454,2023-06-18,Fish Carrier,Heavy Fuel Oil (HFO),Fair,60.40871233849494,0.4919617755507833
2455,2023-06-25,Bulk Carrier,Heavy Fuel Oil (HFO),Critical,48.4799952742869,0.8896155993497956
